O_Purpose,D_Purpose,Distance,Travel_Time,Age_Group,Gender,License,HH_Size,Num_Student,Num_Driver,Num_Worker,Num_Vehicle,HH_Income,HH_Trips,TRAVEL_MODE
4,4,0.447054382,45,1,2,2,3,1,2,2,2,8,18,1
4,1,0.97677965,40,1,2,2,3,1,2,2,2,8,18,1
1,2,9.417452771,30,8,1,1,2,1,1,1,1,7,7,3
1,9,1.394632629,15,8,1,1,2,1,1,1,1,7,7,3
9,1,1.394632629,15,8,1,1,2,1,1,1,1,7,7,3
1,8,1.394632629,15,2,1,2,2,1,1,1,1,7,7,4
8,1,1.394632629,15,2,1,2,2,1,1,1,1,7,7,4
1,9,3.593505727,20,7,1,1,3,1,2,2,2,6,9,3
1,8,1.87873022,35,5,1,2,2,1,1,1,0,4,6,2
8,1,1.87873022,45,5,1,2,2,1,1,1,0,4,6,2
1,9,6.33949052,15,11,2,1,2,0,2,1,2,8,7,3
9,4,5.061139818,10,11,2,1,2,0,2,1,2,8,7,3
1,9,2.447739245,10,10,1,1,2,0,2,1,2,8,7,3
9,1,2.447739245,10,10,1,1,2,0,2,1,2,8,7,3
1,4,2.579,15,10,1,1,1,0,1,1,1,7,5,3
4,9,1.463,10,10,1,1,1,0,1,1,1,7,5,3
9,9,3.806,20,10,1,1,1,0,1,1,1,7,5,3
9,1,3.508,10,10,1,1,1,0,1,1,1,7,5,3
1,2,5.662092995,35,7,2,1,2,0,2,2,1,8,8,2
2,4,0.350140943,10,7,2,1,2,0,2,2,1,8,8,1
4,2,0.350140943,10,7,2,1,2,0,2,2,1,8,8,1
2,4,4.80283794,45,7,2,1,2,0,2,2,1,8,8,2
4,1,8.292911341,30,7,2,1,2,0,2,2,1,8,8,3
1,2,8.224549202,40,7,1,1,2,0,2,2,1,8,8,3
4,1,8.292911341,30,7,1,1,2,0,2,2,1,8,8,4
2,9,9.001020444,20,9,1,1,1,0,1,1,1,5,6,3
9,1,6.045023391,20,9,1,1,1,0,1,1,1,5,6,3
9,1,3.715970871,15,7,1,1,5,3,2,2,2,5,29,3
9,4,0.656280505,10,7,1,1,5,3,2,2,2,5,29,3
4,1,2.049838033,15,7,1,1,5,3,2,2,2,5,29,3
2,1,7.356210322,30,8,2,1,5,3,2,2,2,5,29,3
1,9,3.117626265,10,8,2,1,5,3,2,2,2,5,29,3
9,4,1.575047948,10,8,2,1,5,3,2,2,2,5,29,3
4,1,1.956178977,10,8,2,1,5,3,2,2,2,5,29,3
1,2,7.356210322,30,8,2,1,5,3,2,2,2,5,29,3
9,8,0.80488514,10,2,1,2,5,3,2,2,2,5,29,4
4,1,2.049838033,15,2,1,2,5,3,2,2,2,5,29,4
1,9,1.564157932,10,2,1,2,5,3,2,2,2,5,29,4
4,1,2.049838033,15,2,2,2,5,3,2,2,2,5,29,4
1,9,1.564157932,10,2,2,2,5,3,2,2,2,5,29,4
8,4,1.187939113,10,1,2,2,5,3,2,2,2,5,29,4
4,4,0.656280505,10,1,2,2,5,3,2,2,2,5,29,4
4,1,2.049838033,15,1,2,2,5,3,2,2,2,5,29,4
1,4,2.77679502,15,7,2,1,3,2,2,1,2,7,14,3
4,1,2.77679502,10,7,2,1,3,2,2,1,2,7,14,3
1,9,6.925070342,15,7,2,1,3,2,2,1,2,7,14,3
4,1,6.646185589,20,7,2,1,3,2,2,1,2,7,14,3
4,1,6.647546219,15,7,1,1,3,2,2,1,2,7,14,3
1,4,2.77679502,15,1,1,2,3,2,2,1,2,7,14,4
4,1,2.77679502,10,1,1,2,3,2,2,1,2,7,14,4
1,9,6.925070342,15,1,1,2,3,2,2,1,2,7,14,4
4,1,6.646185589,20,1,1,2,3,2,2,1,2,7,14,4
2,2,9.298424832,30,8,2,1,6,5,2,2,2,8,16,3
2,9,1.516788966,10,8,2,1,6,5,2,2,2,8,16,3
9,1,9.468069851,35,8,2,1,6,5,2,2,2,8,16,3
1,8,1.738799997,15,2,1,2,6,5,2,2,2,8,16,4
8,1,1.738799997,15,2,1,2,6,5,2,2,2,8,16,4
1,8,1.738799997,15,1,2,2,6,5,2,2,2,8,16,4
8,9,10.00223096,20,1,2,2,6,5,2,2,2,8,16,4
9,1,9.468069851,35,1,2,2,6,5,2,2,2,8,16,4
9,8,10.59777079,60,2,2,2,6,5,2,2,2,8,16,2
8,9,10.59777079,90,2,2,2,6,5,2,2,2,8,16,2
9,2,5.309032507,20,8,1,1,2,0,1,1,1,5,11,3
2,4,6.969131863,20,8,1,1,2,0,1,1,1,5,11,3
4,1,1.985527448,10,8,1,1,2,0,1,1,1,5,11,3
4,1,0.336208079,10,8,1,1,2,0,1,1,1,5,11,1
4,1,0.336208079,10,12,1,2,2,0,1,1,1,5,11,1
1,4,5.438877218,15,10,1,1,2,0,2,2,2,8,21,3
4,4,2.37099441,10,10,1,1,2,0,2,2,2,8,21,3
4,4,5.425279123,10,10,1,1,2,0,2,2,2,8,21,3
4,4,4.818245593,30,10,1,1,2,0,2,2,2,8,21,3
4,4,10.67557564,15,10,1,1,2,0,2,2,2,8,21,3
4,1,5.558328764,15,10,1,1,2,0,2,2,2,8,21,3
4,1,5.558328764,15,10,2,1,2,0,2,2,2,8,21,3
1,8,3.130879088,15,2,1,2,3,2,2,2,2,8,8,4
8,1,3.130879088,25,2,1,2,3,2,2,2,2,8,8,4
1,2,6.558633785,55,7,1,1,3,2,2,2,2,8,8,2
2,1,6.558633785,95,7,1,1,3,2,2,2,2,8,8,2
1,2,5.830835723,20,6,2,1,2,0,2,2,1,8,2,3
2,1,5.830835723,60,6,2,1,2,0,2,2,1,8,2,3
1,2,3.831979676,40,8,1,1,1,0,1,1,1,8,5,2
2,1,3.831979676,30,8,1,1,1,0,1,1,1,8,5,2
1,2,10.02172032,30,9,1,1,3,1,2,2,1,8,8,3
2,1,10.02172032,30,9,1,1,3,1,2,2,1,8,8,3
1,2,4.185445471,20,6,2,1,3,1,2,2,1,8,8,4
2,1,4.185445471,15,6,2,1,3,1,2,2,1,8,8,4
4,4,4.889321839,10,8,2,1,2,0,2,2,2,5,13,3
4,1,2.782547313,10,8,2,1,2,0,2,2,2,5,13,3
1,4,2.782547313,10,7,1,1,2,0,2,2,2,5,13,3
4,4,2.98539709,10,7,1,1,2,0,2,2,2,5,13,3
4,1,4.16641998,10,7,1,1,2,0,2,2,2,5,13,3
1,2,2.60647699,25,10,2,1,1,0,1,1,1,7,3,3
2,1,2.60647699,25,10,2,1,1,0,1,1,1,7,3,3
1,9,4.746,15,7,1,1,3,2,1,1,1,7,11,3
2,9,3.28,20,7,1,1,3,2,1,1,1,7,11,3
9,4,2.587,10,7,1,1,3,2,1,1,1,7,11,3
4,2,1.028,10,7,1,1,3,2,1,1,1,7,11,3
2,1,5.194,20,7,1,1,3,2,1,1,1,7,11,3
1,9,4.746,15,1,1,2,3,2,1,1,1,7,11,4
9,9,5.504,20,1,1,2,3,2,1,1,1,7,11,4
1,9,4.746,15,2,1,2,3,2,1,1,1,7,11,4
9,9,5.504,20,2,1,2,3,2,1,1,1,7,11,4
1,9,3.539294673,25,7,2,1,3,0,1,1,1,8,2,4
9,1,3.539294673,10,7,2,1,3,0,1,1,1,8,2,4
4,1,3.943400529,20,7,2,1,1,0,1,1,5,8,6,3
9,4,0.337106843,10,11,1,1,2,0,2,0,2,8,6,3
4,1,11.21368161,25,11,1,1,2,0,2,0,2,8,6,3
1,9,11.76706881,25,12,2,1,2,0,2,0,2,8,6,3
9,1,11.76706881,20,12,2,1,2,0,2,0,2,8,6,3
1,4,6.500658899,15,7,1,1,1,0,1,1,2,5,2,3
4,1,6.500658899,15,7,1,1,1,0,1,1,2,5,2,3
1,9,2.85072378,15,8,1,1,1,0,1,1,1,8,2,3
9,1,2.85072378,35,8,1,1,1,0,1,1,1,8,2,3
1,9,2.787813188,20,10,2,1,2,0,2,2,2,7,9,3
9,2,2.612580188,10,10,2,1,2,0,2,2,2,7,9,3
2,9,4.363185681,25,10,2,1,2,0,2,2,2,7,9,3
9,1,2.519022173,15,10,2,1,2,0,2,2,2,7,9,3
1,4,1.20222294,10,10,1,1,2,0,2,2,2,7,9,3
4,2,1.165447127,10,10,1,1,2,0,2,2,2,7,9,3
2,1,2.186003307,10,10,1,1,2,0,2,2,2,7,9,3
1,9,1.178051712,10,10,1,1,2,0,2,2,2,7,9,3
9,1,1.178051712,10,10,1,1,2,0,2,2,2,7,9,3
4,1,10.38964489,40,10,1,1,2,0,2,0,2,7,10,3
4,1,10.38964489,40,11,2,1,2,0,2,0,2,7,10,4
1,2,11.40651486,60,9,2,1,4,0,3,3,5,8,5,3
2,4,1.152944906,10,9,2,1,4,0,3,3,5,8,5,3
4,2,1.152944906,10,9,2,1,4,0,3,3,5,8,5,3
2,1,11.40651486,60,9,2,1,4,0,3,3,5,8,5,3
1,2,6.191380565,50,8,1,1,1,0,1,1,1,7,4,2
2,1,6.191380565,75,8,1,1,1,0,1,1,1,7,4,2
2,4,9.549040511,35,6,1,1,1,0,1,1,1,5,4,3
1,2,4.434662467,35,9,1,1,2,0,2,2,1,8,10,2
2,4,4.165819347,30,9,1,1,2,0,2,2,1,8,10,2
1,9,0.544325001,15,9,1,1,2,0,2,2,1,8,10,1
4,1,0.400336738,10,9,1,1,2,0,2,2,1,8,10,1
1,2,4.219342545,30,9,2,1,2,0,2,2,1,8,10,2
2,1,4.219342545,30,9,2,1,2,0,2,2,1,8,10,2
1,9,0.544325001,15,9,2,1,2,0,2,2,1,8,10,1
9,1,0.544325001,10,9,2,1,2,0,2,2,1,8,10,1
1,8,5.45001468,10,6,2,1,3,1,3,3,4,8,7,3
8,2,6.147899024,15,6,2,1,3,1,3,3,4,8,7,3
2,1,9.924806314,25,6,2,1,3,1,3,3,4,8,7,3
1,4,8.197345664,25,12,2,1,1,0,1,0,2,6,2,3
4,1,8.197345664,20,12,2,1,1,0,1,0,2,6,2,3
1,9,6.159713827,25,11,2,1,1,0,1,0,1,1,3,3
4,1,6.157271052,20,11,2,1,1,0,1,0,1,1,3,3
1,9,3.187594636,10,12,2,1,2,0,2,0,1,6,3,3
9,9,1.939293762,20,11,1,1,2,1,1,0,1,5,7,3
9,4,5.540217409,30,11,1,1,2,1,1,0,1,5,7,3
4,4,0.803759274,10,11,1,1,2,1,1,0,1,5,7,3
4,4,9.689944954,25,11,1,1,2,1,1,0,1,5,7,3
4,1,1.925966582,10,11,1,1,2,1,1,0,1,5,7,3
1,2,8.80878794,40,7,1,1,2,0,2,2,0,8,6,2
2,4,8.157515539,35,7,1,1,2,0,2,2,0,8,6,2
4,9,0.370668919,10,7,1,1,2,0,2,2,0,8,6,1
9,1,2.819563966,20,7,1,1,2,0,2,2,0,8,6,4
1,2,1.758904486,20,7,2,1,2,0,2,2,0,8,6,2
2,1,1.758904486,30,7,2,1,2,0,2,2,0,8,6,2
1,9,4.656294276,10,7,2,1,1,0,1,1,2,7,13,3
9,2,9.988303884,15,7,2,1,1,0,1,1,2,7,13,3
9,4,0.370804331,15,7,2,1,1,0,1,1,2,7,13,3
1,4,6.76476445,25,9,2,1,4,2,2,2,2,7,21,3
1,9,6.859761524,15,9,2,1,4,2,2,2,2,7,21,3
9,1,6.859761524,15,9,2,1,4,2,2,2,2,7,21,3
4,1,6.76476445,40,9,1,1,4,2,2,2,2,7,21,3
1,8,6.286127414,20,3,1,2,4,2,2,2,2,7,21,4
8,1,6.286127414,20,3,1,2,4,2,2,2,2,7,21,4
8,1,10.5320414,40,5,2,2,4,2,2,2,2,7,21,4
1,9,6.859761524,15,5,2,2,4,2,2,2,2,7,21,4
9,1,6.859761524,15,5,2,2,4,2,2,2,2,7,21,4
1,2,1.879494594,10,7,2,1,2,0,2,2,2,7,5,3
2,1,1.879494594,10,7,2,1,2,0,2,2,2,7,5,3
9,9,3.261814228,15,7,2,1,2,0,2,2,2,7,5,3
9,1,3.589431027,15,7,2,1,2,0,2,2,2,7,5,3
2,4,9.665636498,25,10,1,1,2,1,2,1,2,7,6,3
4,9,1.803288348,10,10,1,1,2,1,2,1,2,7,6,3
9,1,1.123740146,10,10,1,1,2,1,2,1,2,7,6,3
1,9,2.520278584,10,11,1,1,2,0,2,1,2,6,5,3
9,4,5.921491082,30,11,1,1,2,0,2,1,2,6,5,3
4,1,5.582055431,20,11,1,1,2,0,2,1,2,6,5,3
2,1,8.17016752,30,11,1,1,1,0,1,1,1,6,6,3
1,4,0.604077795,10,11,1,1,1,0,1,1,1,6,6,1
9,1,0.810404409,15,11,1,1,1,0,1,1,1,6,6,1
9,9,10.37106999,20,11,2,1,1,0,1,0,2,4,4,3
1,9,2.353,15,12,2,1,2,0,2,0,2,6,8,3
9,4,5.593,45,12,2,1,2,0,2,0,2,6,8,2
9,2,8.495957264,55,7,1,1,2,1,2,2,2,8,7,3
2,4,10.25932674,20,7,1,1,2,1,2,2,2,8,7,3
4,1,1.017138315,10,7,1,1,2,1,2,2,2,8,7,3
1,2,5.376984317,15,7,2,1,2,1,2,2,2,8,7,3
2,1,5.376984317,30,7,2,1,2,1,2,2,2,8,7,3
2,4,0.753122264,25,9,2,1,4,3,2,2,2,7,13,1
4,4,8.335169478,35,9,2,1,4,3,2,2,2,7,13,2
4,1,2.206303509,10,9,2,1,4,3,2,2,2,7,13,3
1,8,4.797437942,25,4,1,2,4,3,2,2,2,7,13,4
8,1,4.797437942,35,4,1,2,4,3,2,2,2,7,13,4
1,9,1.488756926,10,7,2,1,3,0,1,2,1,1,6,3
2,1,1.835493454,25,7,2,1,3,0,1,2,1,1,6,3
1,9,1.78458644,10,7,1,1,2,0,2,2,2,7,8,3
9,1,1.78458644,10,7,1,1,2,0,2,2,2,7,8,3
1,2,7.724406413,20,10,1,1,1,0,1,1,1,6,3,3
2,4,5.785938818,20,10,1,1,1,0,1,1,1,6,3,3
4,1,3.552774004,20,10,1,1,1,0,1,1,1,6,3,3
1,4,1.584670052,10,10,2,1,2,0,2,2,2,8,16,3
4,1,1.584670052,10,10,2,1,2,0,2,2,2,8,16,3
1,9,0.932245709,10,10,2,1,2,0,2,2,2,8,16,3
9,1,0.932245709,10,10,2,1,2,0,2,2,2,8,16,3
1,4,1.502938565,10,10,2,1,2,0,2,2,2,8,16,3
4,1,1.502938565,10,10,2,1,2,0,2,2,2,8,16,3
1,4,1.584670052,10,10,1,1,2,0,2,2,2,8,16,4
4,1,1.584670052,10,10,1,1,2,0,2,2,2,8,16,4
4,1,5.801414888,10,11,2,1,2,0,2,0,2,6,7,3
1,9,11.52898902,25,11,1,1,2,0,2,0,2,6,7,3
9,9,10.40090163,40,7,1,1,2,0,2,2,2,7,9,3
9,9,10.40090163,65,7,1,1,2,0,2,2,2,7,9,3
1,2,6.737236633,45,7,2,1,2,0,2,2,2,7,9,3
2,1,6.737236633,45,7,2,1,2,0,2,2,2,7,9,3
1,2,5.187895973,45,10,2,1,1,0,1,1,1,8,4,2
2,1,5.187895973,50,10,2,1,1,0,1,1,1,8,4,2
2,9,4.697666357,15,7,1,1,5,2,3,3,3,7,20,3
1,4,3.023899582,15,8,2,1,5,2,3,3,3,7,20,3
4,1,3.023899582,20,8,2,1,5,2,3,3,3,7,20,3
9,1,3.646215015,15,8,2,1,5,2,3,3,3,7,20,3
1,2,7.279240096,15,7,2,1,5,2,3,3,3,7,20,3
2,1,7.279240096,15,7,2,1,5,2,3,3,3,7,20,3
4,1,0.795963938,10,1,1,2,5,2,3,3,3,7,20,4
1,9,3.646215015,20,1,1,2,5,2,3,3,3,7,20,4
9,1,3.646215015,15,1,1,2,5,2,3,3,3,7,20,4
4,1,0.795963938,10,1,2,2,5,2,3,3,3,7,20,4
4,4,11.00141784,25,11,2,1,2,0,2,0,1,8,12,3
4,1,5.956407199,15,11,2,1,2,0,2,0,1,8,12,3
4,1,2.53058853,10,11,2,1,2,0,2,0,1,8,12,3
4,4,11.00141784,25,10,1,1,2,0,2,0,1,8,12,4
4,1,5.956407199,15,10,1,1,2,0,2,0,1,8,12,4
4,1,2.53058853,10,10,1,1,2,0,2,0,1,8,12,4
1,2,7.134644345,50,11,1,1,1,0,1,1,1,7,7,2
2,4,5.39687255,50,11,1,1,1,0,1,1,1,7,7,2
4,1,2.00677269,15,11,1,1,1,0,1,1,1,7,7,3
1,2,5.55,20,7,1,1,3,2,1,1,1,4,14,3
2,1,5.55,15,7,1,1,3,2,1,1,1,4,14,3
4,1,8.986,20,7,1,1,3,2,1,1,1,4,14,3
9,4,4.14,15,4,1,2,3,2,1,1,1,4,14,4
4,1,8.986,20,4,1,2,3,2,1,1,1,4,14,4
9,4,4.14,15,2,1,2,3,2,1,1,1,4,14,4
4,1,8.986,20,2,1,2,3,2,1,1,1,4,14,4
1,9,4.914501237,15,7,1,1,1,0,1,1,1,6,8,3
9,1,4.914501237,15,7,1,1,1,0,1,1,1,6,8,3
1,2,9.693653303,90,8,1,1,2,1,2,2,1,7,5,2
9,1,9.28576496,105,8,1,1,2,1,2,2,1,7,5,2
1,8,1.092048305,10,1,1,2,4,2,2,2,1,8,13,4
8,1,1.092048305,15,1,1,2,4,2,2,2,1,8,13,4
1,2,4.024320856,35,7,1,1,1,0,1,1,1,6,4,2
2,1,4.024320856,85,7,1,1,1,0,1,1,1,6,4,2
1,2,11.2860015,25,8,2,1,5,3,2,2,2,8,8,3
2,1,11.2860015,30,8,2,1,5,3,2,2,2,8,8,3
4,9,2.714050226,10,4,1,2,2,1,1,1,1,5,8,4
9,1,3.843774558,10,4,1,2,2,1,1,1,1,5,8,4
1,2,3.791114272,15,10,1,1,2,0,2,2,2,8,4,3
2,1,3.791114272,15,10,1,1,2,0,2,2,2,8,4,3
1,2,7.348347895,30,11,2,1,2,0,2,2,2,8,4,3
2,1,7.348347895,30,11,2,1,2,0,2,2,2,8,4,3
1,2,3.391,10,10,1,1,2,0,2,2,3,8,6,3
2,1,3.391,10,10,1,1,2,0,2,2,3,8,6,3
1,9,4.478,20,10,1,1,2,0,2,2,3,8,6,3
9,1,4.478,15,10,1,1,2,0,2,2,3,8,6,3
1,2,9.267,20,11,2,1,2,0,2,2,3,8,6,3
2,1,9.267,30,11,2,1,2,0,2,2,3,8,6,3
1,9,5.071943983,25,8,1,1,2,1,2,1,1,8,11,3
9,4,4.863610575,25,8,1,1,2,1,2,1,1,8,11,3
1,9,3.890898373,25,8,1,1,2,1,2,1,1,8,11,3
9,1,3.890898373,30,8,1,1,2,1,2,1,1,8,11,3
1,2,2.169339699,25,8,2,1,2,1,2,1,1,8,11,2
1,4,7.317681492,25,11,1,1,2,0,2,0,2,8,4,3
4,1,7.317681492,25,11,1,1,2,0,2,0,2,8,4,3
1,9,1.420255509,15,10,2,1,2,0,2,1,3,6,6,3
9,1,1.371756163,15,10,2,1,2,0,2,1,3,6,6,3
1,9,3.270737566,15,10,2,1,2,0,2,1,3,6,6,3
9,9,9.336894857,20,10,2,1,2,0,2,1,3,6,6,3
9,9,3.128,15,10,2,1,2,2,2,2,1,2,16,3
9,9,8.998,25,10,2,1,2,2,2,2,1,2,16,3
9,9,2.285,15,10,2,1,2,2,2,2,1,2,16,3
9,9,10.816,40,10,2,1,2,2,2,2,1,2,16,3
9,9,1.772,15,10,2,1,2,2,2,2,1,2,16,3
9,1,2.084,15,10,2,1,2,2,2,2,1,2,16,3
9,9,3.128,15,10,1,1,2,2,2,2,1,2,16,4
9,9,8.998,25,10,1,1,2,2,2,2,1,2,16,4
9,9,2.285,15,10,1,1,2,2,2,2,1,2,16,4
9,9,10.816,40,10,1,1,2,2,2,2,1,2,16,4
9,1,2.084,15,10,1,1,2,2,2,2,1,2,16,4
9,9,1.059601722,10,10,1,1,1,0,1,0,1,7,3,3
9,1,2.543198703,10,10,1,1,1,0,1,0,1,7,3,3
1,4,2.567228333,15,7,1,1,3,1,2,2,3,7,13,4
4,1,2.567228333,15,7,1,1,3,1,2,2,3,7,13,4
1,4,2.567228333,15,7,2,1,3,1,2,2,3,7,13,3
4,1,2.567228333,15,7,2,1,3,1,2,2,3,7,13,3
1,8,4.33392728,15,1,1,2,3,1,2,2,3,7,13,4
8,1,4.33392728,15,1,1,2,3,1,2,2,3,7,13,4
1,4,2.567228333,15,1,1,2,3,1,2,2,3,7,13,4
4,1,2.567228333,15,1,1,2,3,1,2,2,3,7,13,4
1,4,0.655449005,10,10,2,1,2,0,2,2,2,8,4,3
1,2,10.90003005,35,10,1,1,3,0,3,2,4,3,7,3
2,9,10.37423599,25,10,1,1,3,0,3,2,4,3,7,3
9,1,5.048184784,15,10,1,1,3,0,3,2,4,3,7,3
1,4,4.337642466,20,10,2,1,3,0,3,2,4,3,7,3
4,1,4.325159875,20,10,2,1,3,0,3,2,4,3,7,3
1,9,8.410084777,60,11,2,1,2,0,2,0,2,3,3,3
1,4,1.255565825,15,10,1,1,2,0,2,2,2,6,7,3
4,4,0.412836565,10,10,1,1,2,0,2,2,2,6,7,3
4,4,0.768356233,15,10,1,1,2,0,2,2,2,6,7,3
4,1,1.91140578,15,10,1,1,2,0,2,2,2,6,7,3
1,9,11.47908007,30,11,2,1,2,0,2,0,2,8,8,3
4,4,1.025161509,10,11,2,1,2,0,2,0,2,8,8,3
4,1,9.690439146,35,11,2,1,2,0,2,0,2,8,8,3
1,9,11.47908007,30,11,1,1,2,0,2,0,2,8,8,3
4,4,1.025161509,10,11,1,1,2,0,2,0,2,8,8,3
4,1,9.690439146,35,11,1,1,2,0,2,0,2,8,8,3
1,4,0.708,30,6,2,1,2,2,1,0,1,6,16,3
4,4,3.134,15,6,2,1,2,2,1,0,1,6,16,3
4,4,2.704,10,6,2,1,2,2,1,0,1,6,16,3
4,1,0.527,10,6,2,1,2,2,1,0,1,6,16,3
1,4,0.708,30,6,1,2,2,2,1,0,1,6,16,4
4,4,3.134,15,6,1,2,2,2,1,0,1,6,16,4
4,4,2.704,10,6,1,2,2,2,1,0,1,6,16,4
4,1,0.527,10,6,1,2,2,2,1,0,1,6,16,4
1,2,4.476664539,40,7,1,1,2,0,2,2,2,6,3,2
1,9,2.416945294,15,6,1,1,2,0,2,1,2,5,6,3
9,1,2.225166862,15,6,1,1,2,0,2,1,2,5,6,3
1,4,0.519608028,30,6,1,1,2,0,2,1,2,5,6,3
4,1,0.519608028,10,6,1,1,2,0,2,1,2,5,6,3
1,4,1.037479402,10,11,1,1,1,0,1,1,1,8,8,3
4,9,5.398025993,15,11,1,1,1,0,1,1,1,8,8,3
9,1,6.387818782,15,11,1,1,1,0,1,1,1,8,8,3
2,1,2.412,15,9,1,1,2,1,1,1,1,7,13,3
2,1,3.214,15,9,1,1,2,1,1,1,1,7,13,3
8,9,3.912,30,2,2,2,2,1,1,1,1,7,13,4
1,2,8.154128947,20,8,1,1,1,0,1,1,1,7,3,3
2,4,7.048279106,15,8,1,1,1,0,1,1,1,7,3,3
4,1,1.159430127,10,8,1,1,1,0,1,1,1,7,3,3
1,9,4.648690732,20,11,1,1,1,0,1,1,1,4,4,3
4,4,1.909698511,10,11,1,1,1,0,1,1,1,4,4,3
4,1,4.388293207,20,11,1,1,1,0,1,1,1,4,4,3
1,4,1.653,10,11,2,1,1,0,1,0,1,5,2,3
4,1,1.653,10,11,2,1,1,0,1,0,1,5,2,3
1,4,2.109238015,15,9,1,1,1,0,1,0,1,6,4,3
4,4,1.725966865,15,9,1,1,1,0,1,0,1,6,4,3
4,1,10.48422848,65,9,1,1,1,0,1,0,1,6,4,3
9,1,4.389851555,10,10,1,1,4,0,4,3,5,7,16,3
1,2,7.852545696,20,10,2,1,4,0,4,3,5,7,16,3
2,9,2.654711343,10,10,2,1,4,0,4,3,5,7,16,3
9,2,2.654711343,10,10,2,1,4,0,4,3,5,7,16,3
2,9,0.314044218,10,10,2,1,4,0,4,3,5,7,16,3
1,2,6.402380027,15,7,2,1,4,0,4,3,5,7,16,3
2,1,6.402380027,15,7,2,1,4,0,4,3,5,7,16,3
1,4,0.969915401,10,10,2,1,4,2,2,2,2,6,26,3
4,1,0.969915401,10,10,2,1,4,2,2,2,2,6,26,3
1,9,2.734608759,10,10,2,1,4,2,2,2,2,6,26,3
9,4,2.075289595,10,10,2,1,4,2,2,2,2,6,26,3
4,1,0.84621357,10,10,2,1,4,2,2,2,2,6,26,3
1,9,2.038217095,10,10,2,1,4,2,2,2,2,6,26,3
4,1,0.657259705,10,10,2,1,4,2,2,2,2,6,26,3
1,9,2.734608759,10,5,2,2,4,2,2,2,2,6,26,4
4,1,0.84621357,10,5,2,2,4,2,2,2,2,6,26,4
1,9,2.038217095,10,5,2,2,4,2,2,2,2,6,26,4
9,1,2.038217095,10,5,2,2,4,2,2,2,2,6,26,4
1,8,8.133791874,25,4,1,2,4,2,2,2,2,6,26,4
8,1,8.133791874,25,4,1,2,4,2,2,2,2,6,26,4
9,1,6.294,25,6,1,1,2,0,2,2,2,6,7,3
2,4,2.313146462,10,9,2,1,5,3,3,2,4,8,15,3
4,9,3.510706012,20,9,2,1,5,3,3,2,4,8,15,3
1,9,1.964603436,10,11,1,2,5,3,3,2,4,8,15,4
1,9,1.964603436,10,7,1,1,5,3,3,2,4,8,15,3
1,8,8.481082678,30,4,2,2,5,3,3,2,4,8,15,4
8,1,8.481082678,25,4,2,2,5,3,3,2,4,8,15,4
1,2,2.195120974,45,7,2,1,1,0,1,1,0,4,3,1
2,4,2.178023966,35,7,2,1,1,0,1,1,0,4,3,1
1,4,9.019397904,20,7,2,1,2,0,2,2,2,7,7,3
1,2,11.85937811,45,8,1,1,2,0,2,2,2,7,5,2
2,4,9.848384602,30,8,1,1,2,0,2,2,2,7,5,2
4,1,2.083808065,20,8,1,1,2,0,2,2,2,7,5,3
1,9,10.27471113,60,10,1,1,2,0,2,1,1,2,4,2
9,1,10.27471113,60,10,1,1,2,0,2,1,1,2,4,2
1,2,3.371787151,45,10,1,1,2,0,1,1,1,7,2,3
2,1,3.371787151,45,10,1,1,2,0,1,1,1,7,2,3
1,4,3.88618368,15,8,1,1,1,0,1,1,1,7,4,3
9,4,7.096497425,20,8,1,1,1,0,1,1,1,7,4,3
4,1,5.266701945,25,8,1,1,1,0,1,1,1,7,4,3
1,2,8.76810927,10,9,1,1,2,0,2,2,3,7,4,3
4,4,6.864681138,20,9,1,1,2,0,2,2,3,7,4,3
4,1,7.584457192,20,9,1,1,2,0,2,2,3,7,4,3
4,2,3.547148547,30,7,2,1,4,0,2,2,1,6,13,2
4,1,3.804958406,30,7,2,1,4,0,2,2,1,6,13,2
1,4,3.348248097,15,7,1,1,4,0,2,2,1,6,13,3
4,4,3.70360295,10,7,1,1,4,0,2,2,1,6,13,3
4,1,4.256618847,15,7,1,1,4,0,2,2,1,6,13,3
1,4,3.348248097,15,1,1,2,4,0,2,2,1,6,13,4
4,4,3.70360295,10,1,1,2,4,0,2,2,1,6,13,4
4,1,4.256618847,15,1,1,2,4,0,2,2,1,6,13,4
1,4,3.348248097,15,1,1,2,4,0,2,2,1,6,13,4
4,4,3.70360295,10,1,1,2,4,0,2,2,1,6,13,4
4,1,4.256618847,15,1,1,2,4,0,2,2,1,6,13,4
1,2,7.368189019,30,7,2,1,1,0,1,1,1,4,2,3
2,1,7.368189019,45,7,2,1,1,0,1,1,1,4,2,3
2,4,1.439054108,10,8,1,1,3,3,1,1,1,7,10,3
9,1,1.247310242,10,8,1,1,3,3,1,1,1,7,10,3
1,8,2.467168377,10,2,1,2,3,3,1,1,1,7,10,4
8,1,2.467168377,10,2,1,2,3,3,1,1,1,7,10,4
1,9,9.924803973,25,10,2,1,2,0,2,0,2,7,7,3
9,4,8.515412097,35,10,2,1,2,0,2,0,2,7,7,3
1,9,2.73555083,15,10,1,1,2,0,2,0,2,7,7,3
9,4,4.323868748,15,10,1,1,2,0,2,0,2,7,7,3
4,9,3.321241106,15,10,1,1,2,0,2,0,2,7,7,3
4,1,1.167622328,10,9,1,1,2,1,2,2,2,5,9,3
